08/11/2015,1035,116.45,116.51,116.38,116.39,139730
08/11/2015,1036,116.38,116.42,116.3,116.34,165497
08/11/2015,1037,116.33,116.38,116.25,116.26,264175
08/11/2015,1038,116.25,116.32,116.25,116.28,271940
08/11/2015,1039,116.29,116.34,116.25,116.31,200941
08/11/2015,1040,116.31,116.49,116.27,116.45,226482
08/11/2015,1041,116.46,116.54,116.45,116.53,142728
08/11/2015,1042,116.53,116.7,116.51,116.66,243161
08/11/2015,1043,116.65,116.76,116.62,116.73,213118
08/11/2015,1044,116.71,116.88,116.7,116.87,225505
08/11/2015,1045,116.87,116.88,116.67,116.73,226255
08/11/2015,1046,116.73,116.76,116.67,116.73,152873
08/11/2015,1047,116.74,116.76,116.7,116.73,75041
08/11/2015,1048,116.73,116.73,116.57,116.59,139543
08/11/2015,1049,116.6,116.63,116.57,116.59,94209
08/11/2015,1050,116.59,116.63,116.5,116.51,156215
08/11/2015,1051,116.5,116.51,116.44,116.51,139378
08/11/2015,1052,116.49,116.59,116.46,116.55,128559
08/11/2015,1053,116.55,116.59,116.49,116.5,114872
08/11/2015,1054,116.49,116.52,116.44,116.52,99380
08/11/2015,1055,116.52,116.59,116.45,116.58,150098
08/11/2015,1056,116.57,116.59,116.46,116.5,123945
08/11/2015,1057,116.5,116.51,116.45,116.48,93796
08/11/2015,1058,116.49,116.52,116.46,116.48,113338
08/11/2015,1059,116.49,116.49,116.34,116.35,162314
08/11/2015,1100,116.36,116.39,116.31,116.38,124047
08/11/2015,1101,116.39,116.46,116.37,116.41,121579
08/11/2015,1102,116.41,116.42,116.3,116.32,89693
